city_ascii,state_id,state_name,county_name,population,density,timezone
Jefferson,TX,Texas,Marion,1915,166,America/Chicago
Linden,TX,Texas,Cass,1915,209,America/Chicago
North Liberty,IN,Indiana,Saint Joseph,1915,712,America/Indiana/Indianapolis
Las Quintas Fronterizas,TX,Texas,Maverick,1914,1342,America/Chicago
Mountain Lodge Park,NY,New York,Orange,1914,623,America/New_York
Beech Mountain Lakes,PA,Pennsylvania,Luzerne,1913,344,America/New_York
Mount Cobb,PA,Pennsylvania,Lackawanna,1913,103,America/New_York
Devens,MA,Massachusetts,Worcester,1913,109,America/New_York
Crooked Lake Park,FL,Florida,Polk,1912,1279,America/New_York
Englishtown,NJ,New Jersey,Monmouth,1912,1295,America/New_York
Oakboro,NC,North Carolina,Stanly,1912,298,America/New_York
Franquez,PR,Puerto Rico,Morovis,1912,2055,America/Puerto_Rico
Saint Matthews,SC,South Carolina,Calhoun,1912,384,America/New_York
Glen Gardner,NJ,New Jersey,Hunterdon,1911,476,America/New_York
Rockdale,IL,Illinois,Will,1910,923,America/Chicago
Grove City,FL,Florida,Charlotte,1909,544,America/New_York
Punta Rassa,FL,Florida,Lee,1908,308,America/New_York
Belford,NJ,New Jersey,Monmouth,1908,585,America/New_York
Elysburg,PA,Pennsylvania,Northumberland,1908,252,America/New_York
Phoenix,IL,Illinois,Cook,1908,1588,America/Chicago
Athens,IL,Illinois,Menard,1908,437,America/Chicago
South Willard,UT,Utah,Box Elder,1908,126,America/Denver
Chelsea,OK,Oklahoma,Rogers,1907,415,America/Chicago
Hopewell,NJ,New Jersey,Mercer,1906,1016,America/New_York
Water Mill,NY,New York,Suffolk,1906,69,America/New_York
Florala,AL,Alabama,Covington,1906,69,America/Chicago
Manhattan,MT,Montana,Gallatin,1906,421,America/Denver
Dora,AL,Alabama,Walker,1905,97,America/Chicago
Crab Orchard,WV,West Virginia,Raleigh,1904,326,America/New_York
Richmond,IL,Illinois,McHenry,1904,171,America/Chicago
Warm Springs,CA,California,Riverside,1903,525,America/Los_Angeles
Eudora,AR,Arkansas,Chicot,1903,237,America/Chicago
Alta,IA,Iowa,Buena Vista,1903,681,America/Chicago
Belington,WV,West Virginia,Barbour,1902,356,America/New_York
Buffalo,TX,Texas,Leon,1902,155,America/Chicago
Atlantic Beach,NY,New York,Nassau,1902,1671,America/New_York
Brundidge,AL,Alabama,Pike,1902,75,America/Chicago
Calhoun Falls,SC,South Carolina,Abbeville,1902,216,America/New_York
Saltville,VA,Virginia,Smyth,1901,92,America/New_York
Alorton,IL,Illinois,Saint Clair,1901,406,America/Chicago
Burns Flat,OK,Oklahoma,Washita,1901,845,America/Chicago
Minneapolis,KS,Kansas,Ottawa,1900,400,America/Chicago
Boles Acres,NM,New Mexico,Otero,1899,60,America/Denver
Albion,IL,Illinois,Edwards,1899,343,America/Chicago
Union Point,GA,Georgia,Greene,1899,382,America/New_York
Arkoma,OK,Oklahoma,Le Flore,1899,211,America/Chicago
Brooklawn,NJ,New Jersey,Camden,1898,1500,America/New_York
Fort Hancock,TX,Texas,Hudspeth,1898,38,America/Denver
Charlotte,TX,Texas,Atascosa,1898,359,America/Chicago
Slocomb,AL,Alabama,Geneva,1898,77,America/Chicago
Audubon,IA,Iowa,Audubon,1898,383,America/Chicago
Marriott-Slaterville,UT,Utah,Weber,1898,101,America/Denver
Leslie,MI,Michigan,Ingham,1898,571,America/Detroit
Warson Woods,MO,Missouri,Saint Louis,1897,1289,America/Chicago
Union,MS,Mississippi,Newton,1897,213,America/Chicago
Palmas del Mar,PR,Puerto Rico,Humacao,1897,244,America/Puerto_Rico
Saint Charles,MI,Michigan,Saginaw,1896,350,America/Detroit
Katonah,NY,New York,Westchester,1895,1008,America/New_York
Quincy,CA,California,Plumas,1895,173,America/Los_Angeles
Elizabeth Lake,CA,California,Los Angeles,1895,117,America/Los_Angeles
Ashland,AL,Alabama,Clay,1895,99,America/Chicago
Cascade Valley,WA,Washington,Grant,1894,245,America/Los_Angeles
Sylvania,AL,Alabama,DeKalb,1894,82,America/Chicago
Monroe,IA,Iowa,Jasper,1894,431,America/Chicago
Baldwinville,MA,Massachusetts,Worcester,1894,285,America/New_York
Adams,WI,Wisconsin,Adams,1893,248,America/Chicago
Pierson,FL,Florida,Volusia,1893,71,America/New_York
Independence,LA,Louisiana,Tangipahoa,1893,303,America/Chicago
Prudhoe Bay,AK,Alaska,North Slope,1893,1,America/Anchorage
Trion,GA,Georgia,Chattooga,1893,190,America/New_York
Priest River,ID,Idaho,Bonner,1893,205,America/Los_Angeles
Masury,OH,Ohio,Trumbull,1893,211,America/New_York
Baker,MT,Montana,Fallon,1893,647,America/Denver
Midway,KY,Kentucky,Woodford,1893,628,America/New_York
Carbon Hill,AL,Alabama,Walker,1892,132,America/Chicago
Waterville,MN,Minnesota,Le Sueur,1892,429,America/Chicago
Buna,TX,Texas,Jasper,1891,121,America/Chicago
Susquehanna Trails,PA,Pennsylvania,York,1891,233,America/New_York
Leesport,PA,Pennsylvania,Berks,1891,1006,America/New_York
Hidden Hills,CA,California,Los Angeles,1890,432,America/Los_Angeles
Enterprise,UT,Utah,Washington,1890,83,America/Denver
Hurstbourne Acres,KY,Kentucky,Jefferson,1890,2109,America/New_York
Roberts,WI,Wisconsin,Saint Croix,1889,282,America/Chicago
Kealakekua,HI,Hawaii,Hawaii,1889,100,Pacific/Honolulu
Lookout Mountain,TN,Tennessee,Hamilton,1889,543,America/New_York
Piedmont,MO,Missouri,Wayne,1889,335,America/Chicago
Steele,MO,Missouri,Pemiscot,1889,395,America/Chicago
Bradley,WV,West Virginia,Raleigh,1888,172,America/New_York
Victory Lakes,NJ,New Jersey,Gloucester,1888,303,America/New_York
San Augustine,TX,Texas,San Augustine,1888,154,America/Chicago
Rural Hill,TN,Tennessee,Wilson,1888,179,America/Chicago
Hopewell,TN,Tennessee,Bradley,1888,102,America/New_York
Yorklyn,PA,Pennsylvania,York,1888,1620,America/New_York
Loveland Park,OH,Ohio,Warren,1888,636,America/New_York
Evadale,TX,Texas,Jasper,1887,43,America/Chicago
West End,NY,New York,Otsego,1887,199,America/New_York
Vineyard Haven,MA,Massachusetts,Dukes,1887,590,America/New_York
Hammond,WI,Wisconsin,Saint Croix,1886,337,America/Chicago
Gregory,TX,Texas,San Patricio,1886,538,America/Chicago
Fairchance,PA,Pennsylvania,Fayette,1886,605,America/New_York
Waurika,OK,Oklahoma,Jefferson,1885,58,America/Chicago
New Athens,IL,Illinois,Saint Clair,1884,344,America/Chicago
Southside Place,TX,Texas,Harris,1883,2917,America/Chicago
Cienega Springs,AZ,Arizona,La Paz,1882,205,America/Phoenix
Evart,MI,Michigan,Osceola,1882,310,America/Detroit
Old Saybrook Center,CT,Connecticut,Middlesex,1881,368,America/New_York
Oriole Beach,FL,Florida,Santa Rosa,1880,862,America/Chicago
Youngstown,NY,New York,Niagara,1880,661,America/New_York
Adamstown,PA,Pennsylvania,Lancaster,1880,526,America/New_York
Linden,AL,Alabama,Marengo,1880,202,America/Chicago
Weweantic,MA,Massachusetts,Plymouth,1880,572,America/New_York
Bernie,MO,Missouri,Stoddard,1880,555,America/Chicago
Blacksburg,SC,South Carolina,Cherokee,1880,387,America/New_York
Biggs,CA,California,Butte,1879,810,America/Los_Angeles
Indian River,MI,Michigan,Cheboygan,1879,56,America/Detroit
Belleville,KS,Kansas,Republic,1879,354,America/Chicago
Spencer,WI,Wisconsin,Marathon,1878,369,America/Chicago
East Bronson,FL,Florida,Levy,1878,63,America/New_York
Holiday Heights,NJ,New Jersey,Ocean,1878,144,America/New_York
Graton,CA,California,Sonoma,1877,458,America/Los_Angeles
Greensboro,MD,Maryland,Caroline,1877,674,America/New_York
Suarez,PR,Puerto Rico,Loíza,1877,4395,America/Puerto_Rico
Great Falls,SC,South Carolina,Chester,1877,170,America/New_York
Doe Valley,KY,Kentucky,Meade,1877,178,America/New_York
Fairmead,CA,California,Madera,1876,93,America/Los_Angeles
New Johnsonville,TN,Tennessee,Humphreys,1874,140,America/Chicago
Ravensdale,WA,Washington,King,1873,162,America/Los_Angeles
Hollis,OK,Oklahoma,Harmon,1873,501,America/Chicago
Gadsden,SC,South Carolina,Richland,1873,62,America/New_York
Salem,NC,North Carolina,Burke,1872,168,America/New_York
Pinedale,WY,Wyoming,Sublette,1871,333,America/Denver
Shadybrook,TX,Texas,Cherokee,1871,93,America/Chicago
West Hurley,NY,New York,Ulster,1871,190,America/New_York
Ault,CO,Colorado,Weld,1871,418,America/Denver
Somonauk,IL,Illinois,DeKalb,1871,290,America/Chicago
Elk Point,SD,South Dakota,Union,1871,529,America/Chicago
Van Horn,TX,Texas,Culberson,1870,254,America/Chicago
Ossun,LA,Louisiana,Lafayette,1870,212,America/Chicago
Haines,AK,Alaska,Haines,1870,54,America/Juneau
Yale,MI,Michigan,Saint Clair,1870,525,America/Detroit
Bonneau Beach,SC,South Carolina,Berkeley,1870,307,America/New_York
Gibbon,NE,Nebraska,Buffalo,1869,830,America/Chicago
Gate City,VA,Virginia,Scott,1869,181,America/New_York
Nicholson,GA,Georgia,Jackson,1869,181,America/New_York
Moundridge,KS,Kansas,McPherson,1869,477,America/Chicago
Melbourne,AR,Arkansas,Izard,1868,103,America/Chicago
New Buffalo,MI,Michigan,Berrien,1868,292,America/Detroit
Conyngham,PA,Pennsylvania,Luzerne,1867,706,America/New_York
Ellaville,GA,Georgia,Schley,1867,228,America/New_York
Sumrall,MS,Mississippi,Lamar,1867,192,America/Chicago
Mineralwells,WV,West Virginia,Wood,1866,468,America/New_York
Laurel Springs,NJ,New Jersey,Camden,1866,1595,America/New_York
Lavallette,NJ,New Jersey,Ocean,1866,883,America/New_York
Bradford,OH,Ohio,Miami,1866,863,America/New_York
Luis M. Cintron,PR,Puerto Rico,Fajardo,1866,601,America/Puerto_Rico
Tenino,WA,Washington,Thurston,1865,498,America/Los_Angeles
Rafael Gonzalez,PR,Puerto Rico,Hatillo,1865,1727,America/Puerto_Rico
Seabrook Island,SC,South Carolina,Charleston,1865,120,America/New_York
Wedgefield,SC,South Carolina,Sumter,1865,84,America/New_York
Lakesite,TN,Tennessee,Hamilton,1864,413,America/New_York
West Homestead,PA,Pennsylvania,Allegheny,1864,780,America/New_York
South Connellsville,PA,Pennsylvania,Fayette,1864,433,America/New_York
Leachville,AR,Arkansas,Mississippi,1864,161,America/Chicago
Durant,IA,Iowa,Cedar,1864,584,America/Chicago
Pinewood Estates,TX,Texas,Hardin,1863,54,America/Chicago
Cordova,NC,North Carolina,Richmond,1862,337,America/New_York
Flora,MS,Mississippi,Madison,1862,218,America/Chicago
Sea Breeze,NC,North Carolina,New Hanover,1861,385,America/New_York
Lincoln University,PA,Pennsylvania,Chester,1861,2516,America/New_York
Canton,PA,Pennsylvania,Bradford,1861,625,America/New_York
Malta,MT,Montana,Phillips,1861,698,America/Denver
Moriarty,NM,New Mexico,Torrance,1860,103,America/Denver
Blaine,TN,Tennessee,Grainger,1860,75,America/New_York
Glen Lyon,PA,Pennsylvania,Luzerne,1860,216,America/New_York
Sesser,IL,Illinois,Franklin,1860,704,America/Chicago
Langston,OK,Oklahoma,Logan,1860,181,America/Chicago
Dakota City,NE,Nebraska,Dakota,1859,498,America/Chicago
South Deerfield,MA,Massachusetts,Franklin,1859,227,America/New_York
Venice,IL,Illinois,Madison,1858,387,America/Chicago
Merrionette Park,IL,Illinois,Cook,1858,1912,America/Chicago
Wadley,GA,Georgia,Jefferson,1858,157,America/New_York
Edgewood,IN,Indiana,Madison,1858,887,America/Indiana/Indianapolis
Sylvan Lake,MI,Michigan,Oakland,1858,1380,America/Detroit
North Belle Vernon,PA,Pennsylvania,Westmoreland,1857,1694,America/New_York
Big Beaver,PA,Pennsylvania,Beaver,1857,40,America/New_York
Crossville,AL,Alabama,DeKalb,1857,85,America/Chicago
Gordon,GA,Georgia,Wilkinson,1857,133,America/New_York
Peosta,IA,Iowa,Dubuque,1857,288,America/Chicago
Estill,SC,South Carolina,Hampton,1857,221,America/New_York
Denver,IA,Iowa,Bremer,1856,457,America/Chicago
Merlin,OR,Oregon,Josephine,1856,172,America/Los_Angeles
Richwood,WV,West Virginia,Nicholas,1855,444,America/New_York
Bloomington,TX,Texas,Victoria,1855,270,America/Chicago
Drexel,NC,North Carolina,Burke,1854,518,America/New_York
London,CA,California,Tulare,1854,1137,America/Los_Angeles
Samson,AL,Alabama,Geneva,1854,197,America/Chicago
Riverside,PA,Pennsylvania,Northumberland,1853,148,America/New_York
Parkwood,CA,California,Madera,1853,1023,America/Los_Angeles
Henderson,GA,Georgia,Chatham,1853,410,America/New_York
Woodville,CA,California,Tulare,1852,164,America/Los_Angeles
Williamsport,IN,Indiana,Warren,1852,549,America/Indiana/Indianapolis
Copeland,OK,Oklahoma,Delaware,1852,97,America/Chicago
Buckhead Ridge,FL,Florida,Glades,1851,510,America/New_York
Spring City,TN,Tennessee,Rhea,1851,267,America/New_York
G. L. Garcia,PR,Puerto Rico,Cayey,1851,935,America/Puerto_Rico
Ingram,TX,Texas,Kerr,1850,507,America/Chicago
Wilber,NE,Nebraska,Saline,1850,793,America/Chicago
Lake Caroline,VA,Virginia,Caroline,1850,251,America/New_York
Vernon,AL,Alabama,Lamar,1850,121,America/Chicago
Cordova,AL,Alabama,Walker,1850,122,America/Chicago
Wakarusa,IN,Indiana,Elkhart,1850,324,America/Indiana/Indianapolis
Roundup,MT,Montana,Musselshell,1850,552,America/Denver
Delcambre,LA,Louisiana,Iberia,1849,610,America/Chicago
Morrisville,NY,New York,Madison,1849,697,America/New_York
Brookwood,AL,Alabama,Tuscaloosa,1848,85,America/Chicago
Milan,IN,Indiana,Ripley,1848,356,America/Indiana/Indianapolis
Mio,MI,Michigan,Oscoda,1848,85,America/Detroit
Merriam Woods,MO,Missouri,Taney,1847,471,America/Chicago
Belle Rose,LA,Louisiana,Assumption,1846,133,America/Chicago
Andrews,NC,North Carolina,Cherokee,1846,419,America/New_York
Lake Ripley,WI,Wisconsin,Jefferson,1845,213,America/Chicago
Los Molinos,CA,California,Tehama,1845,327,America/Los_Angeles
Rolling Hills,CA,California,Los Angeles,1845,238,America/Los_Angeles
Alpine,NJ,New Jersey,Bergen,1844,111,America/New_York
Hooker,OK,Oklahoma,Texas,1844,675,America/Chicago
Whitesburg,KY,Kentucky,Letcher,1843,227,America/New_York
Williston Highlands,FL,Florida,Levy,1842,62,America/New_York
L'Anse,MI,Michigan,Baraga,1842,279,America/Detroit
Dunnellon,FL,Florida,Marion,1840,112,America/New_York
Scotland Neck,NC,North Carolina,Halifax,1840,598,America/New_York
Saint Lawrence,PA,Pennsylvania,Berks,1840,792,America/New_York
Wabasso Beach,FL,Florida,Indian River,1839,586,America/New_York
New London,IA,Iowa,Henry,1839,672,America/Chicago
Roseville,OH,Ohio,Muskingum,1839,1032,America/New_York
Vazquez,PR,Puerto Rico,Salinas,1839,581,America/Puerto_Rico
Greybull,WY,Wyoming,Big Horn,1838,375,America/Denver
Greenfield,IA,Iowa,Adair,1838,391,America/Chicago
Myersville,MD,Maryland,Frederick,1838,673,America/New_York
Delaware City,DE,Delaware,New Castle,1837,375,America/New_York
Olathe,CO,Colorado,Montrose,1837,472,America/Denver
Lone Pine,CA,California,Inyo,1837,37,America/Los_Angeles
Columbus Junction,IA,Iowa,Louisa,1837,324,America/Chicago
Capac,MI,Michigan,Saint Clair,1837,381,America/Detroit
Presidential Lakes Estates,NJ,New Jersey,Burlington,1836,666,America/New_York
Krugerville,TX,Texas,Denton,1836,544,America/Chicago
Trainer,PA,Pennsylvania,Delaware,1836,670,America/New_York
Shawsville,VA,Virginia,Montgomery,1836,297,America/New_York
Frankton,IN,Indiana,Madison,1836,667,America/Indiana/Indianapolis
Lake Sherwood,CA,California,Ventura,1835,225,America/Los_Angeles
Morgan,GA,Georgia,Calhoun,1835,541,America/New_York
West Falmouth,MA,Massachusetts,Barnstable,1835,229,America/New_York
Medicine Lodge,KS,Kansas,Barber,1835,592,America/Chicago
Sulligent,AL,Alabama,Lamar,1834,90,America/Chicago
Lake Camelot,IL,Illinois,Peoria,1834,406,America/Chicago
Colquitt,GA,Georgia,Miller,1834,86,America/New_York
Goldthwaite,TX,Texas,Mills,1833,350,America/Chicago
Jacobus,PA,Pennsylvania,York,1833,760,America/New_York
Bloomfield,MO,Missouri,Stoddard,1833,522,America/Chicago
Memphis,MO,Missouri,Scotland,1833,454,America/Chicago
Bangor,MI,Michigan,Van Buren,1833,399,America/Detroit
Jarrell,TX,Texas,Williamson,1832,280,America/Chicago
Wanchese,NC,North Carolina,Dare,1832,151,America/New_York
Leetonia,OH,Ohio,Columbiana,1832,312,America/New_York
Sandy Valley,NV,Nevada,Clark,1831,12,America/Los_Angeles
Howard City,MI,Michigan,Montcalm,1830,292,America/Detroit
Clatskanie,OR,Oregon,Columbia,1830,545,America/Los_Angeles
Mesilla,NM,New Mexico,Doña Ana,1828,127,America/Denver
Lovelock,NV,Nevada,Pershing,1828,819,America/Los_Angeles
Burns Harbor,IN,Indiana,Porter,1828,109,America/Chicago
Lake Ozark,MO,Missouri,Miller,1828,97,America/Chicago
Parchment,MI,Michigan,Kalamazoo,1828,769,America/Detroit
Campbellsport,WI,Wisconsin,Fond du Lac,1827,528,America/Chicago
Cross Plains,TN,Tennessee,Robertson,1827,81,America/Chicago
Valencia,NM,New Mexico,Valencia,1826,355,America/Denver
Saugerties South,NY,New York,Ulster,1825,739,America/New_York
Georgetown,CT,Connecticut,Fairfield,1824,245,America/New_York
Fort Washakie,WY,Wyoming,Fremont,1823,33,America/Denver
Cedar Bluff,AL,Alabama,Cherokee,1823,144,America/Chicago
Leon,IA,Iowa,Decatur,1823,221,America/Chicago
Wilder,ID,Idaho,Canyon,1823,984,America/Boise
Queensland,MD,Maryland,Prince George's,1823,144,America/New_York
Brownsville,OR,Oregon,Linn,1823,525,America/Los_Angeles
Delmar,DE,Delaware,Sussex,1822,370,America/New_York
Spinnerstown,PA,Pennsylvania,Bucks,1822,372,America/New_York
North Warren,PA,Pennsylvania,Warren,1821,85,America/New_York
Bay,AR,Arkansas,Craighead,1821,227,America/Chicago
Clarkesville,GA,Georgia,Habersham,1821,286,America/New_York
Knollwood,IL,Illinois,Lake,1820,1163,America/Chicago
Briarcliff,TX,Texas,Travis,1819,426,America/Chicago
Angola on the Lake,NY,New York,Erie,1819,275,America/New_York
Lakeland,MN,Minnesota,Washington,1819,339,America/Chicago
Clearwater,MN,Minnesota,Wright,1818,445,America/Chicago
Bruce,MS,Mississippi,Calhoun,1818,288,America/Chicago
Vale,OR,Oregon,Malheur,1818,618,America/Boise
Lake Bryan,TX,Texas,Brazos,1817,76,America/Chicago
Driggs,ID,Idaho,Teton,1817,240,America/Boise
Long Lake,MN,Minnesota,Hennepin,1816,819,America/Chicago
Braham,MN,Minnesota,Isanti,1816,435,America/Chicago
Intercourse,PA,Pennsylvania,Lancaster,1815,332,America/New_York
Brooklet,GA,Georgia,Bulloch,1815,212,America/New_York
Oakland,MD,Maryland,Garrett,1815,258,America/New_York
Weston,MO,Missouri,Platte,1815,209,America/Chicago
Glencoe,FL,Florida,Volusia,1814,199,America/New_York
Nambe,NM,New Mexico,Santa Fe,1814,80,America/Denver
Bagdad,AZ,Arizona,Yavapai,1814,87,America/Phoenix
Saint Stephen,SC,South Carolina,Berkeley,1814,288,America/New_York
Morton,TX,Texas,Cochran,1813,465,America/Chicago
Golden's Bridge,NY,New York,Westchester,1813,288,America/New_York
New Oxford,PA,Pennsylvania,Adams,1813,1130,America/New_York
Hudson,IL,Illinois,McLean,1813,825,America/Chicago
Mount Zion,GA,Georgia,Carroll,1813,72,America/New_York
Sunray,TX,Texas,Moore,1812,415,America/Chicago
Navarre,OH,Ohio,Stark,1812,401,America/New_York
Monson Center,MA,Massachusetts,Hampden,1811,208,America/New_York
Coal City,WV,West Virginia,Raleigh,1810,110,America/New_York
East Washington,PA,Pennsylvania,Washington,1810,1556,America/New_York
Lincoln Beach,OR,Oregon,Lincoln,1810,216,America/Los_Angeles
Hemby Bridge,NC,North Carolina,Union,1809,304,America/New_York
Patrick Springs,VA,Virginia,Patrick,1808,44,America/New_York
Mokuleia,HI,Hawaii,Honolulu,1807,478,Pacific/Honolulu
Superior,NE,Nebraska,Nuckolls,1807,369,America/Chicago
Lepanto,AR,Arkansas,Poinsett,1807,446,America/Chicago
Mona,UT,Utah,Juab,1807,275,America/Denver
Noel,MO,Missouri,McDonald,1807,348,America/Chicago
Campbell,MO,Missouri,Dunklin,1807,496,America/Chicago
Stafford,OR,Oregon,Clackamas,1807,111,America/Los_Angeles
Ralls,TX,Texas,Crosby,1806,516,America/Chicago
Marissa,IL,Illinois,Saint Clair,1806,96,America/Chicago
Lookout Mountain,AL,Alabama,Etowah,1805,45,America/Chicago
Lawton,MI,Michigan,Van Buren,1805,302,America/Detroit
King,WI,Wisconsin,Waupaca,1804,323,America/Chicago
Pahala,HI,Hawaii,Hawaii,1804,831,Pacific/Honolulu
Keeler Farm,NM,New Mexico,Luna,1804,61,America/Denver
Peach Lake,NY,New York,Putnam,1804,261,America/New_York
Shasta,CA,California,Shasta,1804,63,America/Los_Angeles
Guttenberg,IA,Iowa,Clayton,1804,333,America/Chicago
Plainville,KS,Kansas,Rooks,1804,582,America/Chicago
Lyndhurst,VA,Virginia,Augusta,1803,115,America/New_York
Pine Mountain Club,CA,California,Kern,1803,41,America/Los_Angeles
